kernel,quant,batch,dim_m,dim_n,dim_k,layout,throughput_tps,latency_us,bandwidth_gbps,xmx_util_pct,variance_pct,regime,tier,is_winner,source_file
mmvq_coalesced,Q8_0,4,4096,4096,4096,COALESCED,46191.723367,86.5956,206.82067,0.0,1.93,memory_bound,1,True,mmvq_tier1.jsonl
mmvq_slm_cached,Q8_0,4,4096,4096,4096,AOS,4473.468307,894.1608,20.029686,0.0,1.7,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_prefetch,Q8_0,4,4096,4096,4096,AOS,2713.623203,1474.044,12.150085,0.0,2.01,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_wide_load,Q8_0,4,4096,4096,4096,AOS,3641.053313,1098.5832,16.302598,0.0,2.45,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_aos_baseline,Q6_K,4,4096,4096,4096,AOS,4323.148428,925.2516,14.965149,0.0,4.19,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_soa_baseline,Q6_K,4,4096,4096,4096,SOA,17638.053041,226.7824,61.056449,0.0,16.86,memory_bound,1,True,mmvq_tier1.jsonl
mmvq_coalesced,Q6_K,4,4096,4096,4096,COALESCED,8588.903309,465.7172,29.731623,0.0,11.66,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_slm_cached,Q6_K,4,4096,4096,4096,AOS,2941.339109,1359.9248,10.181834,0.0,3.26,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_prefetch,Q6_K,4,4096,4096,4096,AOS,2665.636665,1500.5796,9.227453,0.0,9.76,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_wide_load,Q6_K,4,4096,4096,4096,AOS,2970.048839,1346.7792,10.281216,0.0,6.18,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_aos_baseline,Q4_0,1,5120,5120,5120,AOS,6092.434415,164.138,89.996466,0.0,6.48,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_soa_baseline,Q4_0,1,5120,5120,5120,SOA,27927.344221,35.8072,412.53826,0.0,7.03,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_coalesced,Q4_0,1,5120,5120,5120,COALESCED,44587.918458,22.4276,658.645597,0.0,7.06,memory_bound,1,True,mmvq_tier1.jsonl
mmvq_slm_cached,Q4_0,1,5120,5120,5120,AOS,5143.017017,194.4384,75.971824,0.0,6.0,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_prefetch,Q4_0,1,5120,5120,5120,AOS,3097.689991,322.8212,45.758581,0.0,6.1,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_wide_load,Q4_0,1,5120,5120,5120,AOS,3471.759321,288.0384,51.284273,0.0,5.84,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_aos_baseline,Q8_0,1,5120,5120,5120,AOS,2059.89516,485.4616,57.4279,0.0,6.83,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_soa_baseline,Q8_0,1,5120,5120,5120,SOA,7196.336201,138.9596,200.626945,0.0,8.24,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_coalesced,Q8_0,1,5120,5120,5120,COALESCED,7214.96557,138.6008,201.146314,0.0,12.89,memory_bound,1,True,mmvq_tier1.jsonl
mmvq_slm_cached,Q8_0,1,5120,5120,5120,AOS,1994.479281,501.384,55.604168,0.0,7.08,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_prefetch,Q8_0,1,5120,5120,5120,AOS,1629.091137,613.8392,45.417497,0.0,6.96,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_wide_load,Q8_0,1,5120,5120,5120,AOS,2256.867648,443.092,62.919303,0.0,5.86,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_aos_baseline,Q6_K,1,5120,5120,5120,AOS,2396.20824,417.326,51.590938,0.0,6.8,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_soa_baseline,Q6_K,1,5120,5120,5120,SOA,7565.509749,132.1788,162.887241,0.0,23.54,memory_bound,1,True,mmvq_tier1.jsonl
mmvq_coalesced,Q6_K,1,5120,5120,5120,COALESCED,3085.760696,324.0692,66.437168,0.0,16.96,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_slm_cached,Q6_K,1,5120,5120,5120,AOS,1366.491337,731.8012,29.420886,0.0,5.46,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_prefetch,Q6_K,1,5120,5120,5120,AOS,1390.621758,719.1028,29.94042,0.0,7.4,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_wide_load,Q6_K,1,5120,5120,5120,AOS,2134.688604,468.4524,45.960358,0.0,5.14,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_aos_baseline,Q4_0,2,5120,5120,5120,AOS,6227.379046,321.1624,46.076627,0.0,0.97,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_soa_baseline,Q4_0,2,5120,5120,5120,SOA,27227.480151,73.4552,201.457215,0.0,1.12,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_coalesced,Q4_0,2,5120,5120,5120,COALESCED,44325.848175,45.1204,327.968724,0.0,1.6,memory_bound,1,True,mmvq_tier1.jsonl
mmvq_slm_cached,Q4_0,2,5120,5120,5120,AOS,5284.920642,378.4352,39.103339,0.0,1.01,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_prefetch,Q4_0,2,5120,5120,5120,AOS,3180.242805,628.8828,23.530744,0.0,0.83,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_wide_load,Q4_0,2,5120,5120,5120,AOS,3551.22464,563.186,26.275653,0.0,0.78,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_aos_baseline,Q8_0,2,5120,5120,5120,AOS,2118.707809,943.9716,29.561567,0.0,1.18,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_soa_baseline,Q8_0,2,5120,5120,5120,SOA,7441.240246,268.7724,103.824946,0.0,1.63,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_coalesced,Q8_0,2,5120,5120,5120,COALESCED,7556.44285,264.6748,105.432327,0.0,2.43,memory_bound,1,True,mmvq_tier1.jsonl
mmvq_slm_cached,Q8_0,2,5120,5120,5120,AOS,2064.118114,968.9368,28.799897,0.0,1.03,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_prefetch,Q8_0,2,5120,5120,5120,AOS,1657.467721,1206.66,23.12605,0.0,1.59,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_wide_load,Q8_0,2,5120,5120,5120,AOS,2287.729579,874.2292,31.919867,0.0,1.7,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_aos_baseline,Q6_K,2,5120,5120,5120,AOS,2463.020214,812.0112,26.547023,0.0,2.93,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_soa_baseline,Q6_K,2,5120,5120,5120,SOA,10430.247718,191.75,112.419713,0.0,12.99,memory_bound,1,True,mmvq_tier1.jsonl
mmvq_coalesced,Q6_K,2,5120,5120,5120,COALESCED,4724.424329,423.332,50.920979,0.0,3.64,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_slm_cached,Q6_K,2,5120,5120,5120,AOS,1787.279432,1119.0192,19.263727,0.0,1.85,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_prefetch,Q6_K,2,5120,5120,5120,AOS,1829.419778,1093.2428,19.717925,0.0,1.58,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_wide_load,Q6_K,2,5120,5120,5120,AOS,1878.270774,1064.8092,20.244453,0.0,3.38,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_aos_baseline,Q4_0,3,5120,5120,5120,AOS,6247.339675,480.2044,30.870854,0.0,0.87,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_soa_baseline,Q4_0,3,5120,5120,5120,SOA,27643.65486,108.524,136.599462,0.0,0.9,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_coalesced,Q4_0,3,5120,5120,5120,COALESCED,44574.138679,67.3036,220.260432,0.0,0.93,memory_bound,1,True,mmvq_tier1.jsonl
mmvq_slm_cached,Q4_0,3,5120,5120,5120,AOS,5295.495722,566.5192,26.167374,0.0,1.1,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_prefetch,Q4_0,3,5120,5120,5120,AOS,3179.918518,943.4204,15.713377,0.0,1.43,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_wide_load,Q4_0,3,5120,5120,5120,AOS,3558.332214,843.0916,17.583285,0.0,0.98,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_aos_baseline,Q8_0,3,5120,5120,5120,AOS,2121.126505,1414.3428,19.748762,0.0,1.12,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_soa_baseline,Q8_0,3,5120,5120,5120,SOA,7450.609907,402.6516,69.368953,0.0,1.2,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_coalesced,Q8_0,3,5120,5120,5120,COALESCED,7566.005835,396.5104,70.443348,0.0,1.63,memory_bound,1,True,mmvq_tier1.jsonl
mmvq_slm_cached,Q8_0,3,5120,5120,5120,AOS,2056.085066,1459.0836,19.143194,0.0,1.18,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_prefetch,Q8_0,3,5120,5120,5120,AOS,1641.037311,1828.112,15.278889,0.0,1.81,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_wide_load,Q8_0,3,5120,5120,5120,AOS,2252.629043,1331.7772,20.973118,0.0,2.51,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_aos_baseline,Q6_K,3,5120,5120,5120,AOS,2502.865781,1198.626,18.006217,0.0,4.55,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_soa_baseline,Q6_K,3,5120,5120,5120,SOA,9138.796384,328.2708,65.746694,0.0,7.18,memory_bound,1,True,mmvq_tier1.jsonl
mmvq_coalesced,Q6_K,3,5120,5120,5120,COALESCED,3554.451832,844.012,25.57158,0.0,8.95,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_slm_cached,Q6_K,3,5120,5120,5120,AOS,1775.65604,1689.5164,12.774496,0.0,2.5,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_prefetch,Q6_K,3,5120,5120,5120,AOS,1677.711601,1788.15,12.06986,0.0,8.79,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_wide_load,Q6_K,3,5120,5120,5120,AOS,1914.709642,1566.8172,13.774881,0.0,9.74,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_aos_baseline,Q4_0,4,5120,5120,5120,AOS,6268.228793,638.1388,23.271677,0.0,0.85,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_soa_baseline,Q4_0,4,5120,5120,5120,SOA,28944.565368,138.1952,107.460751,0.0,9.88,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_coalesced,Q4_0,4,5120,5120,5120,COALESCED,44863.569884,89.1592,166.562284,0.0,1.71,memory_bound,1,True,mmvq_tier1.jsonl
mmvq_slm_cached,Q4_0,4,5120,5120,5120,AOS,5302.772395,754.3224,19.687285,0.0,1.43,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_prefetch,Q4_0,4,5120,5120,5120,AOS,3173.538276,1260.4228,11.782205,0.0,1.72,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_wide_load,Q4_0,4,5120,5120,5120,AOS,3540.437102,1129.804,13.144368,0.0,2.27,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_aos_baseline,Q8_0,4,5120,5120,5120,AOS,2117.331502,1889.1704,14.798961,0.0,1.01,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_soa_baseline,Q8_0,4,5120,5120,5120,SOA,7479.951859,534.7628,52.280675,0.0,0.37,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_coalesced,Q8_0,4,5120,5120,5120,COALESCED,7614.035408,525.3456,53.217844,0.0,0.25,memory_bound,1,True,mmvq_tier1.jsonl
mmvq_slm_cached,Q8_0,4,5120,5120,5120,AOS,2053.582063,1947.816,14.353389,0.0,1.3,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_prefetch,Q8_0,4,5120,5120,5120,AOS,1614.230279,2477.9612,11.282566,0.0,3.07,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_wide_load,Q8_0,4,5120,5120,5120,AOS,2204.447031,1814.514,15.40785,0.0,4.21,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_aos_baseline,Q6_K,4,5120,5120,5120,AOS,3109.523319,1286.3708,16.798391,0.0,2.66,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_soa_baseline,Q6_K,4,5120,5120,5120,SOA,9238.122776,432.9884,49.906556,0.0,5.89,memory_bound,1,True,mmvq_tier1.jsonl
mmvq_coalesced,Q6_K,4,5120,5120,5120,COALESCED,3361.170548,1190.0616,18.15785,0.0,14.23,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_slm_cached,Q6_K,4,5120,5120,5120,AOS,1680.871714,2379.7176,9.080472,0.0,8.63,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_prefetch,Q6_K,4,5120,5120,5120,AOS,1770.018959,2259.8628,9.562067,0.0,3.85,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_wide_load,Q6_K,4,5120,5120,5120,AOS,2008.855033,1991.184,10.852317,0.0,9.64,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_aos_baseline,Q4_0,1,6144,6144,6144,AOS,3619.977643,276.2448,76.979375,0.0,6.0,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_soa_baseline,Q4_0,1,6144,6144,6144,SOA,13912.1531,71.8796,295.84405,0.0,6.62,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_coalesced,Q4_0,1,6144,6144,6144,COALESCED,15122.095802,66.1284,321.573666,0.0,10.04,memory_bound,1,True,mmvq_tier1.jsonl
mmvq_slm_cached,Q4_0,1,6144,6144,6144,AOS,2957.669829,338.104,62.895298,0.0,5.6,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_prefetch,Q4_0,1,6144,6144,6144,AOS,2016.586017,495.8876,42.883008,0.0,5.72,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_wide_load,Q4_0,1,6144,6144,6144,AOS,2124.242707,470.756,45.172344,0.0,5.27,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_aos_baseline,Q8_0,1,6144,6144,6144,AOS,1374.156405,727.7192,55.157979,0.0,5.28,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_soa_baseline,Q8_0,1,6144,6144,6144,SOA,3880.457087,257.7016,155.759685,0.0,3.13,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_coalesced,Q8_0,1,6144,6144,6144,COALESCED,4309.416074,232.05,172.977893,0.0,6.87,memory_bound,1,True,mmvq_tier1.jsonl
mmvq_slm_cached,Q8_0,1,6144,6144,6144,AOS,1164.365028,858.8372,46.737053,0.0,8.01,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_prefetch,Q8_0,1,6144,6144,6144,AOS,1132.287402,883.168,45.449473,0.0,5.4,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_wide_load,Q8_0,1,6144,6144,6144,AOS,1569.269436,637.2392,62.989722,0.0,4.58,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_aos_baseline,Q6_K,1,6144,6144,6144,AOS,1610.02388,621.1088,49.906309,0.0,6.91,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_soa_baseline,Q6_K,1,6144,6144,6144,SOA,5377.431137,185.9624,166.685567,0.0,17.97,memory_bound,1,True,mmvq_tier1.jsonl
mmvq_coalesced,Q6_K,1,6144,6144,6144,COALESCED,2864.961747,349.0448,88.80593,0.0,3.79,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_slm_cached,Q6_K,1,6144,6144,6144,AOS,1003.463152,996.5488,31.104596,0.0,4.8,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_prefetch,Q6_K,1,6144,6144,6144,AOS,1226.960745,815.022,38.032406,0.0,6.28,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_wide_load,Q6_K,1,6144,6144,6144,AOS,1498.785684,667.2068,46.458232,0.0,5.24,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_aos_baseline,Q4_0,2,6144,6144,6144,AOS,3713.83008,538.5276,39.546051,0.0,1.01,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_soa_baseline,Q4_0,2,6144,6144,6144,SOA,14061.177371,142.2356,149.727916,0.0,2.93,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_coalesced,Q4_0,2,6144,6144,6144,COALESCED,15388.924283,129.9636,163.86619,0.0,3.13,memory_bound,1,True,mmvq_tier1.jsonl
mmvq_slm_cached,Q4_0,2,6144,6144,6144,AOS,3027.156622,660.686,32.234132,0.0,0.76,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_prefetch,Q4_0,2,6144,6144,6144,AOS,2057.592,972.01,21.909898,0.0,1.23,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_wide_load,Q4_0,2,6144,6144,6144,AOS,2172.514133,920.5924,23.133626,0.0,1.16,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_aos_baseline,Q8_0,2,6144,6144,6144,AOS,1400.317424,1428.2476,28.126081,0.0,0.93,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_soa_baseline,Q8_0,2,6144,6144,6144,SOA,3980.907567,502.398,79.958535,0.0,2.38,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_coalesced,Q8_0,2,6144,6144,6144,COALESCED,4427.533235,451.7188,88.929237,0.0,1.88,memory_bound,1,True,mmvq_tier1.jsonl
mmvq_slm_cached,Q8_0,2,6144,6144,6144,AOS,1374.234963,1455.3552,27.602202,0.0,1.03,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_prefetch,Q8_0,2,6144,6144,6144,AOS,1133.976616,1763.7048,22.776492,0.0,1.68,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_wide_load,Q8_0,2,6144,6144,6144,AOS,1559.540285,1282.4292,31.324153,0.0,2.55,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_aos_baseline,Q6_K,2,6144,6144,6144,AOS,1712.331699,1167.998,26.565744,0.0,6.97,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_soa_baseline,Q6_K,2,6144,6144,6144,SOA,5971.82493,334.906,92.64909,0.0,3.97,memory_bound,1,True,mmvq_tier1.jsonl
mmvq_coalesced,Q6_K,2,6144,6144,6144,COALESCED,2989.765435,668.9488,46.384321,0.0,5.21,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_slm_cached,Q6_K,2,6144,6144,6144,AOS,1153.515095,1733.8308,17.896058,0.0,9.51,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_prefetch,Q6_K,2,6144,6144,6144,AOS,1136.160677,1760.3144,17.626815,0.0,10.75,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_wide_load,Q6_K,2,6144,6144,6144,AOS,1327.234778,1506.8924,20.591209,0.0,10.32,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_aos_baseline,Q4_0,3,6144,6144,6144,AOS,3709.710687,808.6884,26.373728,0.0,1.21,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_soa_baseline,Q4_0,3,6144,6144,6144,SOA,14248.532401,210.548,101.298174,0.0,2.91,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_coalesced,Q4_0,3,6144,6144,6144,COALESCED,15523.707807,193.2528,110.363876,0.0,2.15,memory_bound,1,True,mmvq_tier1.jsonl
mmvq_slm_cached,Q4_0,3,6144,6144,6144,AOS,3024.070391,992.0404,21.499253,0.0,1.01,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_prefetch,Q4_0,3,6144,6144,6144,AOS,2044.659173,1467.2372,14.536251,0.0,1.69,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_wide_load,Q4_0,3,6144,6144,6144,AOS,2154.040305,1392.7316,15.313882,0.0,1.46,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_aos_baseline,Q8_0,3,6144,6144,6144,AOS,1388.793988,2160.1476,18.610995,0.0,0.99,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_soa_baseline,Q8_0,3,6144,6144,6144,SOA,3979.685562,753.8284,53.331098,0.0,1.91,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_coalesced,Q8_0,3,6144,6144,6144,COALESCED,4454.798055,673.4312,59.698,0.0,0.67,memory_bound,1,True,mmvq_tier1.jsonl
mmvq_slm_cached,Q8_0,3,6144,6144,6144,AOS,1365.236669,2197.4212,18.295307,0.0,1.06,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_prefetch,Q8_0,3,6144,6144,6144,AOS,1107.204075,2709.5276,14.837456,0.0,2.91,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_wide_load,Q8_0,3,6144,6144,6144,AOS,1458.644511,2056.704,19.54705,0.0,7.04,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_aos_baseline,Q6_K,3,6144,6144,6144,AOS,2022.637903,1483.2116,20.941195,0.0,2.42,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_soa_baseline,Q6_K,3,6144,6144,6144,SOA,6328.825522,474.0216,65.524913,0.0,3.24,memory_bound,1,True,mmvq_tier1.jsonl
mmvq_coalesced,Q6_K,3,6144,6144,6144,COALESCED,3023.43647,992.2484,31.302871,0.0,8.5,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_slm_cached,Q6_K,3,6144,6144,6144,AOS,1217.304223,2464.462,12.603247,0.0,3.58,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_prefetch,Q6_K,3,6144,6144,6144,AOS,1194.076996,2512.4008,12.362766,0.0,4.06,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_wide_load,Q6_K,3,6144,6144,6144,AOS,1393.20421,2153.3096,14.424412,0.0,9.39,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_aos_baseline,Q4_0,4,6144,6144,6144,AOS,3698.224852,1081.6,19.748166,0.0,1.64,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_soa_baseline,Q4_0,4,6144,6144,6144,SOA,14302.489062,279.6716,76.373919,0.0,2.28,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_coalesced,Q4_0,4,6144,6144,6144,COALESCED,15494.627238,258.154,82.739822,0.0,2.08,memory_bound,1,True,mmvq_tier1.jsonl
mmvq_slm_cached,Q4_0,4,6144,6144,6144,AOS,3013.317961,1327.4404,16.090829,0.0,1.44,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_prefetch,Q4_0,4,6144,6144,6144,AOS,2026.643471,1973.7068,10.822082,0.0,1.93,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_wide_load,Q4_0,4,6144,6144,6144,AOS,2137.464625,1871.376,11.413856,0.0,1.96,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_aos_baseline,Q8_0,4,6144,6144,6144,AOS,1359.028947,2943.278,13.669787,0.0,4.74,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_soa_baseline,Q8_0,4,6144,6144,6144,SOA,3916.155119,1021.41,39.390631,0.0,2.9,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_coalesced,Q8_0,4,6144,6144,6144,COALESCED,4458.378363,897.1872,44.844581,0.0,1.43,memory_bound,1,True,mmvq_tier1.jsonl
mmvq_slm_cached,Q8_0,4,6144,6144,6144,AOS,1361.154793,2938.6812,13.69117,0.0,1.78,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_prefetch,Q8_0,4,6144,6144,6144,AOS,1085.380361,3685.344,10.917294,0.0,3.88,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_wide_load,Q8_0,4,6144,6144,6144,AOS,1449.019369,2760.4876,14.574956,0.0,6.41,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_aos_baseline,Q6_K,4,6144,6144,6144,AOS,1928.215618,2074.4568,14.987881,0.0,7.81,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_soa_baseline,Q6_K,4,6144,6144,6144,SOA,6311.222806,633.7916,49.05668,0.0,2.77,memory_bound,1,True,mmvq_tier1.jsonl
mmvq_coalesced,Q6_K,4,6144,6144,6144,COALESCED,3241.705448,1233.9184,25.197543,0.0,9.66,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_slm_cached,Q6_K,4,6144,6144,6144,AOS,1195.036678,3347.1776,9.288934,0.0,3.72,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_prefetch,Q6_K,4,6144,6144,6144,AOS,1165.543549,3431.8752,9.059686,0.0,5.26,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_wide_load,Q6_K,4,6144,6144,6144,AOS,1395.911097,2865.512,10.850316,0.0,7.57,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_aos_baseline,Q4_0,1,8192,8192,8192,AOS,1813.487852,551.4236,68.533012,0.0,3.8,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_soa_baseline,Q4_0,1,8192,8192,8192,SOA,5071.004201,197.1996,191.6369,0.0,4.87,memory_bound,1,True,mmvq_tier1.jsonl
mmvq_coalesced,Q4_0,1,8192,8192,8192,COALESCED,5060.995113,197.5896,191.258649,0.0,7.99,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_slm_cached,Q4_0,1,8192,8192,8192,AOS,1205.071326,829.8264,45.540513,0.0,4.6,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_prefetch,Q4_0,1,8192,8192,8192,AOS,1095.277296,913.0108,41.391318,0.0,3.79,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_wide_load,Q4_0,1,8192,8192,8192,AOS,1128.149172,886.4076,42.633569,0.0,3.53,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_aos_baseline,Q8_0,1,8192,8192,8192,AOS,769.677182,1299.246,54.912736,0.0,3.97,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_soa_baseline,Q8_0,1,8192,8192,8192,SOA,2371.241582,421.72,169.176591,0.0,2.35,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_coalesced,Q8_0,1,8192,8192,8192,COALESCED,2531.696844,394.992,180.624296,0.0,4.81,memory_bound,1,True,mmvq_tier1.jsonl
mmvq_slm_cached,Q8_0,1,8192,8192,8192,AOS,627.065082,1594.7308,44.738054,0.0,4.44,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_prefetch,Q8_0,1,8192,8192,8192,AOS,588.811775,1698.3356,42.008866,0.0,10.42,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_wide_load,Q8_0,1,8192,8192,8192,AOS,777.770691,1285.726,55.490168,0.0,8.26,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_aos_baseline,Q6_K,1,8192,8192,8192,AOS,966.545165,1034.6128,53.249123,0.0,5.61,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_soa_baseline,Q6_K,1,8192,8192,8192,SOA,3235.215711,309.0984,178.235229,0.0,4.94,memory_bound,1,True,mmvq_tier1.jsonl
mmvq_coalesced,Q6_K,1,8192,8192,8192,COALESCED,3046.941176,328.198,167.862766,0.0,5.32,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_slm_cached,Q6_K,1,8192,8192,8192,AOS,652.246454,1533.1628,35.933708,0.0,11.8,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_prefetch,Q6_K,1,8192,8192,8192,AOS,694.294207,1440.3116,38.250212,0.0,2.75,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_wide_load,Q6_K,1,8192,8192,8192,AOS,845.059663,1183.3484,46.556216,0.0,2.96,memory_bound,1,False,mmvq_tier1.jsonl
mmvq_aos_baseline,Q4_0,2,8192,8192,8192,AOS,1830.743381,1092.4524,34.630986,0.0,1.22,memory_bound,1,False,mmvq_tier1.jsonl
